Date_Time,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Lagging_Current_Power_Factor,WeekStatus,Day_Of_Week,Load_Type,Hour,Month,DayOfMonth
2018-01-01 15:00:00,3.64,0.0,100.0,Weekday,Monday,Light_Load,15,1,1
2018-01-01 15:15:00,3.92,0.0,100.0,Weekday,Monday,Light_Load,15,1,1
2018-01-01 15:30:00,4.1,0.0,100.0,Weekday,Monday,Light_Load,15,1,1
2018-01-01 15:45:00,3.6,0.0,100.0,Weekday,Monday,Light_Load,15,1,1
2018-01-01 16:00:00,3.96,0.0,100.0,Weekday,Monday,Light_Load,16,1,1
2018-01-01 16:15:00,4.0,0.0,100.0,Weekday,Monday,Light_Load,16,1,1
2018-01-01 16:30:00,3.6,0.0,100.0,Weekday,Monday,Light_Load,16,1,1
2018-01-01 16:45:00,4.07,0.0,100.0,Weekday,Monday,Light_Load,16,1,1
2018-01-01 17:00:00,3.82,0.0,100.0,Weekday,Monday,Light_Load,17,1,1
2018-01-01 17:15:00,3.56,0.0,100.0,Weekday,Monday,Light_Load,17,1,1
2018-01-01 17:30:00,4.1,0.0,100.0,Weekday,Monday,Light_Load,17,1,1
2018-01-01 17:45:00,3.6,0.0,100.0,Weekday,Monday,Light_Load,17,1,1
2018-01-01 18:00:00,3.6,0.0,100.0,Weekday,Monday,Light_Load,18,1,1
2018-01-01 18:15:00,4.0,0.0,100.0,Weekday,Monday,Light_Load,18,1,1
2018-01-01 18:30:00,3.42,0.0,100.0,Weekday,Monday,Light_Load,18,1,1
2018-01-01 18:45:00,3.67,0.0,100.0,Weekday,Monday,Light_Load,18,1,1
2018-01-01 19:00:00,4.07,0.0,100.0,Weekday,Monday,Light_Load,19,1,1
2018-01-01 19:15:00,3.53,0.0,100.0,Weekday,Monday,Light_Load,19,1,1
2018-01-01 19:30:00,3.85,0.0,100.0,Weekday,Monday,Light_Load,19,1,1
2018-01-01 19:45:00,3.96,0.0,100.0,Weekday,Monday,Light_Load,19,1,1
2018-01-01 20:00:00,3.56,0.0,100.0,Weekday,Monday,Light_Load,20,1,1
2018-01-01 20:15:00,4.03,0.0,100.0,Weekday,Monday,Light_Load,20,1,1
2018-01-01 20:30:00,3.74,0.0,100.0,Weekday,Monday,Light_Load,20,1,1
2018-01-01 20:45:00,3.56,0.0,100.0,Weekday,Monday,Light_Load,20,1,1
2018-01-01 21:00:00,4.21,0.0,100.0,Weekday,Monday,Light_Load,21,1,1
2018-01-01 21:15:00,3.56,0.0,100.0,Weekday,Monday,Light_Load,21,1,1
2018-01-01 21:30:00,3.53,0.0,100.0,Weekday,Monday,Light_Load,21,1,1
2018-01-01 21:45:00,4.25,0.0,100.0,Weekday,Monday,Light_Load,21,1,1
2018-01-01 22:00:00,3.53,0.0,100.0,Weekday,Monday,Light_Load,22,1,1
2018-01-01 22:15:00,3.56,1.44,92.7,Weekday,Monday,Light_Load,22,1,1
2018-01-01 22:30:00,3.67,4.21,65.71,Weekday,Monday,Light_Load,22,1,1
2018-01-01 22:45:00,3.24,3.35,69.52,Weekday,Monday,Light_Load,22,1,1
2018-01-01 23:00:00,3.53,3.74,68.64,Weekday,Monday,Light_Load,23,1,1
2018-01-01 23:15:00,3.53,3.42,71.82,Weekday,Monday,Light_Load,23,1,1
2018-01-01 23:30:00,3.24,2.95,73.94,Weekday,Monday,Light_Load,23,1,1
2018-01-01 23:45:00,3.67,3.96,67.97,Weekday,Monday,Light_Load,23,1,1
2018-01-01 00:00:00,3.42,3.46,70.3,Weekday,Monday,Light_Load,0,1,1
2018-01-02 00:15:00,3.2,3.1,71.82,Weekday,Tuesday,Light_Load,0,1,2
2018-01-02 00:30:00,3.85,4.61,64.1,Weekday,Tuesday,Light_Load,0,1,2
2018-01-02 00:45:00,3.28,3.67,66.64,Weekday,Tuesday,Light_Load,0,1,2
2018-01-02 01:00:00,3.35,3.6,68.12,Weekday,Tuesday,Light_Load,1,1,2
2018-01-02 01:15:00,3.89,4.72,63.6,Weekday,Tuesday,Light_Load,1,1,2
2018-01-02 01:30:00,3.28,3.53,68.07,Weekday,Tuesday,Light_Load,1,1,2
2018-01-02 01:45:00,3.46,3.96,65.8,Weekday,Tuesday,Light_Load,1,1,2
2018-01-02 02:00:00,3.78,4.82,61.71,Weekday,Tuesday,Light_Load,2,1,2
2018-01-02 02:15:00,3.31,3.53,68.4,Weekday,Tuesday,Light_Load,2,1,2
2018-01-02 02:30:00,3.6,4.36,63.67,Weekday,Tuesday,Light_Load,2,1,2
2018-01-02 02:45:00,3.64,4.39,63.83,Weekday,Tuesday,Light_Load,2,1,2
2018-01-02 03:00:00,3.28,3.71,66.24,Weekday,Tuesday,Light_Load,3,1,2
2018-01-02 03:15:00,3.71,4.57,63.03,Weekday,Tuesday,Light_Load,3,1,2
2018-01-02 03:30:00,3.56,4.03,66.21,Weekday,Tuesday,Light_Load,3,1,2
2018-01-02 03:45:00,3.24,3.49,68.04,Weekday,Tuesday,Light_Load,3,1,2
2018-01-02 04:00:00,3.89,4.64,64.25,Weekday,Tuesday,Light_Load,4,1,2
2018-01-02 04:15:00,3.28,3.42,69.22,Weekday,Tuesday,Light_Load,4,1,2
2018-01-02 04:30:00,3.28,3.49,68.48,Weekday,Tuesday,Light_Load,4,1,2
2018-01-02 04:45:00,3.96,4.68,64.59,Weekday,Tuesday,Light_Load,4,1,2
2018-01-02 05:00:00,3.24,3.42,68.77,Weekday,Tuesday,Light_Load,5,1,2
2018-01-02 05:15:00,3.46,3.78,67.52,Weekday,Tuesday,Light_Load,5,1,2
2018-01-02 05:30:00,3.67,4.07,66.97,Weekday,Tuesday,Light_Load,5,1,2
2018-01-02 05:45:00,3.24,3.42,68.77,Weekday,Tuesday,Light_Load,5,1,2
2018-01-02 06:00:00,3.67,3.96,67.97,Weekday,Tuesday,Light_Load,6,1,2
2018-01-02 06:15:00,3.53,3.78,68.25,Weekday,Tuesday,Light_Load,6,1,2
2018-01-02 06:30:00,3.2,3.24,70.27,Weekday,Tuesday,Light_Load,6,1,2
2018-01-02 06:45:00,3.78,4.07,68.05,Weekday,Tuesday,Light_Load,6,1,2
2018-01-02 07:00:00,3.35,3.35,70.71,Weekday,Tuesday,Light_Load,7,1,2
2018-01-02 07:15:00,3.53,3.49,71.11,Weekday,Tuesday,Light_Load,7,1,2
2018-01-02 07:30:00,6.3,4.57,80.95,Weekday,Tuesday,Light_Load,7,1,2
2018-01-02 07:45:00,6.05,4.79,78.4,Weekday,Tuesday,Light_Load,7,1,2
2018-01-02 08:00:00,6.73,4.54,82.9,Weekday,Tuesday,Light_Load,8,1,2
2018-01-02 08:15:00,29.02,18.83,83.89,Weekday,Tuesday,Light_Load,8,1,2
2018-01-02 08:30:00,46.19,28.66,84.97,Weekday,Tuesday,Light_Load,8,1,2
2018-01-02 08:45:00,52.06,35.32,82.75,Weekday,Tuesday,Light_Load,8,1,2
2018-01-02 09:00:00,56.2,12.53,97.6,Weekday,Tuesday,Light_Load,9,1,2
2018-01-02 09:15:00,56.84,8.32,98.95,Weekday,Tuesday,Medium_Load,9,1,2
2018-01-02 09:30:00,51.26,4.54,99.61,Weekday,Tuesday,Medium_Load,9,1,2
2018-01-02 09:45:00,48.13,2.34,99.88,Weekday,Tuesday,Medium_Load,9,1,2
2018-01-02 10:00:00,52.81,7.06,99.12,Weekday,Tuesday,Medium_Load,10,1,2
2018-01-02 10:15:00,54.79,7.52,99.07,Weekday,Tuesday,Maximum_Load,10,1,2
2018-01-02 10:30:00,53.21,8.35,98.79,Weekday,Tuesday,Maximum_Load,10,1,2
2018-01-02 10:45:00,80.21,32.4,92.72,Weekday,Tuesday,Maximum_Load,10,1,2
2018-01-02 11:00:00,77.58,25.49,95.0,Weekday,Tuesday,Maximum_Load,11,1,2
2018-01-02 11:15:00,128.52,70.85,87.57,Weekday,Tuesday,Maximum_Load,11,1,2
2018-01-02 11:30:00,144.47,78.48,87.87,Weekday,Tuesday,Maximum_Load,11,1,2
2018-01-02 11:45:00,90.86,54.29,85.84,Weekday,Tuesday,Maximum_Load,11,1,2
2018-01-02 12:00:00,123.3,66.06,88.15,Weekday,Tuesday,Maximum_Load,12,1,2
2018-01-02 12:15:00,19.22,5.54,96.09,Weekday,Tuesday,Medium_Load,12,1,2
2018-01-02 12:30:00,8.46,0.0,100.0,Weekday,Tuesday,Medium_Load,12,1,2
2018-01-02 12:45:00,8.24,0.0,100.0,Weekday,Tuesday,Medium_Load,12,1,2
2018-01-02 13:00:00,8.03,0.0,100.0,Weekday,Tuesday,Medium_Load,13,1,2
2018-01-02 13:15:00,79.67,27.29,94.6,Weekday,Tuesday,Medium_Load,13,1,2
2018-01-02 13:30:00,97.85,46.8,90.21,Weekday,Tuesday,Medium_Load,13,1,2
2018-01-02 13:45:00,124.45,49.79,92.85,Weekday,Tuesday,Medium_Load,13,1,2
2018-01-02 14:00:00,108.61,43.34,92.88,Weekday,Tuesday,Medium_Load,14,1,2
2018-01-02 14:15:00,123.12,55.26,91.23,Weekday,Tuesday,Medium_Load,14,1,2
2018-01-02 14:30:00,129.1,53.5,92.38,Weekday,Tuesday,Medium_Load,14,1,2
2018-01-02 14:45:00,82.08,27.58,94.79,Weekday,Tuesday,Medium_Load,14,1,2
2018-01-02 15:00:00,143.89,60.91,92.09,Weekday,Tuesday,Medium_Load,15,1,2
2018-01-02 15:15:00,86.9,34.27,93.03,Weekday,Tuesday,Medium_Load,15,1,2
2018-01-02 15:30:00,141.44,62.57,91.45,Weekday,Tuesday,Medium_Load,15,1,2
2018-01-02 15:45:00,116.53,52.88,91.06,Weekday,Tuesday,Medium_Load,15,1,2
2018-01-02 16:00:00,129.31,61.16,90.4,Weekday,Tuesday,Medium_Load,16,1,2
2018-01-02 16:15:00,136.44,56.77,92.33,Weekday,Tuesday,Medium_Load,16,1,2
2018-01-02 16:30:00,85.72,34.85,92.64,Weekday,Tuesday,Medium_Load,16,1,2
2018-01-02 16:45:00,147.46,65.27,91.44,Weekday,Tuesday,Medium_Load,16,1,2
2018-01-02 17:00:00,86.94,30.78,94.27,Weekday,Tuesday,Medium_Load,17,1,2
2018-01-02 17:15:00,67.25,25.81,93.36,Weekday,Tuesday,Maximum_Load,17,1,2
2018-01-02 17:30:00,115.78,50.04,91.79,Weekday,Tuesday,Maximum_Load,17,1,2
2018-01-02 17:45:00,113.11,34.63,95.62,Weekday,Tuesday,Maximum_Load,17,1,2
2018-01-02 18:00:00,76.75,11.74,98.85,Weekday,Tuesday,Maximum_Load,18,1,2
2018-01-02 18:15:00,41.9,15.23,93.98,Weekday,Tuesday,Maximum_Load,18,1,2
2018-01-02 18:30:00,37.4,19.94,88.24,Weekday,Tuesday,Maximum_Load,18,1,2
2018-01-02 18:45:00,40.25,8.82,97.68,Weekday,Tuesday,Maximum_Load,18,1,2
2018-01-02 19:00:00,34.92,1.98,99.84,Weekday,Tuesday,Maximum_Load,19,1,2
2018-01-02 19:15:00,41.36,6.44,98.81,Weekday,Tuesday,Maximum_Load,19,1,2
2018-01-02 19:30:00,35.96,2.52,99.76,Weekday,Tuesday,Maximum_Load,19,1,2
2018-01-02 19:45:00,39.42,5.29,99.11,Weekday,Tuesday,Maximum_Load,19,1,2
2018-01-02 20:00:00,38.16,4.68,99.26,Weekday,Tuesday,Maximum_Load,20,1,2
2018-01-02 20:15:00,33.23,1.51,99.9,Weekday,Tuesday,Medium_Load,20,1,2
2018-01-02 20:30:00,25.88,0.0,100.0,Weekday,Tuesday,Medium_Load,20,1,2
2018-01-02 20:45:00,10.84,0.0,100.0,Weekday,Tuesday,Medium_Load,20,1,2
2018-01-02 21:00:00,9.29,0.0,100.0,Weekday,Tuesday,Medium_Load,21,1,2
2018-01-02 21:15:00,6.98,0.0,100.0,Weekday,Tuesday,Medium_Load,21,1,2
2018-01-02 21:30:00,5.11,0.0,100.0,Weekday,Tuesday,Medium_Load,21,1,2
2018-01-02 21:45:00,5.08,0.0,100.0,Weekday,Tuesday,Medium_Load,21,1,2
2018-01-02 22:00:00,5.04,0.0,100.0,Weekday,Tuesday,Medium_Load,22,1,2
2018-01-02 22:15:00,4.93,1.84,93.69,Weekday,Tuesday,Maximum_Load,22,1,2
2018-01-02 22:30:00,4.64,5.22,66.44,Weekday,Tuesday,Maximum_Load,22,1,2
2018-01-02 22:45:00,4.68,5.18,67.04,Weekday,Tuesday,Maximum_Load,22,1,2
2018-01-02 23:00:00,4.68,5.11,67.54,Weekday,Tuesday,Maximum_Load,23,1,2
2018-01-02 23:15:00,4.57,4.54,70.94,Weekday,Tuesday,Light_Load,23,1,2
2018-01-02 23:30:00,4.57,4.25,73.23,Weekday,Tuesday,Light_Load,23,1,2
2018-01-02 23:45:00,4.54,4.25,73.0,Weekday,Tuesday,Light_Load,23,1,2
2018-01-02 00:00:00,4.61,4.21,73.84,Weekday,Tuesday,Light_Load,0,1,2
2018-01-03 00:15:00,4.61,4.61,70.71,Weekday,Wednesday,Light_Load,0,1,3
2018-01-03 00:30:00,4.61,4.54,71.25,Weekday,Wednesday,Light_Load,0,1,3
2018-01-03 00:45:00,4.57,4.5,71.25,Weekday,Wednesday,Light_Load,0,1,3
2018-01-03 01:00:00,4.57,4.61,70.4,Weekday,Wednesday,Light_Load,1,1,3
2018-01-03 01:15:00,4.64,4.46,72.1,Weekday,Wednesday,Light_Load,1,1,3
2018-01-03 01:30:00,4.64,4.57,71.25,Weekday,Wednesday,Light_Load,1,1,3
2018-01-03 01:45:00,4.61,4.79,69.34,Weekday,Wednesday,Light_Load,1,1,3
2018-01-03 02:00:00,4.57,4.5,71.25,Weekday,Wednesday,Light_Load,2,1,3
2018-01-03 02:15:00,4.61,4.39,72.42,Weekday,Wednesday,Light_Load,2,1,3
2018-01-03 02:30:00,4.64,4.75,69.88,Weekday,Wednesday,Light_Load,2,1,3
2018-01-03 02:45:00,4.64,4.75,69.88,Weekday,Wednesday,Light_Load,2,1,3
2018-01-03 03:00:00,4.57,4.75,69.33,Weekday,Wednesday,Light_Load,3,1,3
2018-01-03 03:15:00,4.64,5.11,67.22,Weekday,Wednesday,Light_Load,3,1,3
2018-01-03 03:30:00,4.64,4.72,70.1,Weekday,Wednesday,Light_Load,3,1,3
2018-01-03 03:45:00,4.68,4.68,70.71,Weekday,Wednesday,Light_Load,3,1,3
2018-01-03 04:00:00,4.57,4.46,71.57,Weekday,Wednesday,Light_Load,4,1,3
2018-01-03 04:15:00,4.54,4.32,72.44,Weekday,Wednesday,Light_Load,4,1,3
2018-01-03 04:30:00,4.61,4.46,71.87,Weekday,Wednesday,Light_Load,4,1,3
2018-01-03 04:45:00,4.57,4.32,72.67,Weekday,Wednesday,Light_Load,4,1,3
2018-01-03 05:00:00,4.61,4.32,72.97,Weekday,Wednesday,Light_Load,5,1,3
2018-01-03 05:15:00,4.54,4.14,73.89,Weekday,Wednesday,Light_Load,5,1,3
2018-01-03 05:30:00,4.57,4.21,73.55,Weekday,Wednesday,Light_Load,5,1,3
2018-01-03 05:45:00,4.57,4.43,71.8,Weekday,Wednesday,Light_Load,5,1,3
2018-01-03 06:00:00,4.57,4.5,71.25,Weekday,Wednesday,Light_Load,6,1,3
2018-01-03 06:15:00,4.64,4.61,70.94,Weekday,Wednesday,Light_Load,6,1,3
2018-01-03 06:30:00,4.57,4.36,72.35,Weekday,Wednesday,Light_Load,6,1,3
2018-01-03 06:45:00,4.61,4.54,71.25,Weekday,Wednesday,Light_Load,6,1,3
2018-01-03 07:00:00,4.54,4.28,72.76,Weekday,Wednesday,Light_Load,7,1,3
2018-01-03 07:15:00,4.46,4.18,72.96,Weekday,Wednesday,Light_Load,7,1,3
2018-01-03 07:30:00,6.12,4.25,82.14,Weekday,Wednesday,Light_Load,7,1,3
2018-01-03 07:45:00,7.92,4.68,86.09,Weekday,Wednesday,Light_Load,7,1,3
2018-01-03 08:00:00,9.58,4.36,91.02,Weekday,Wednesday,Light_Load,8,1,3
2018-01-03 08:15:00,37.01,21.56,86.41,Weekday,Wednesday,Light_Load,8,1,3
2018-01-03 08:30:00,74.59,35.86,90.13,Weekday,Wednesday,Light_Load,8,1,3
2018-01-03 08:45:00,109.48,53.32,89.9,Weekday,Wednesday,Light_Load,8,1,3
2018-01-03 09:00:00,105.08,31.82,95.71,Weekday,Wednesday,Light_Load,9,1,3
2018-01-03 09:15:00,121.79,41.26,94.71,Weekday,Wednesday,Medium_Load,9,1,3
2018-01-03 09:30:00,114.48,30.24,96.68,Weekday,Wednesday,Medium_Load,9,1,3
2018-01-03 09:45:00,74.2,21.96,95.89,Weekday,Wednesday,Medium_Load,9,1,3
2018-01-03 10:00:00,54.32,7.13,99.15,Weekday,Wednesday,Medium_Load,10,1,3
2018-01-03 10:15:00,75.17,25.06,94.87,Weekday,Wednesday,Maximum_Load,10,1,3
2018-01-03 10:30:00,58.07,12.24,97.85,Weekday,Wednesday,Maximum_Load,10,1,3
2018-01-03 10:45:00,67.03,15.08,97.56,Weekday,Wednesday,Maximum_Load,10,1,3
2018-01-03 11:00:00,74.59,31.64,92.06,Weekday,Wednesday,Maximum_Load,11,1,3
2018-01-03 11:15:00,57.56,23.9,92.36,Weekday,Wednesday,Maximum_Load,11,1,3
2018-01-03 11:30:00,78.62,48.06,85.32,Weekday,Wednesday,Maximum_Load,11,1,3
2018-01-03 11:45:00,69.16,44.17,84.28,Weekday,Wednesday,Maximum_Load,11,1,3
2018-01-03 12:00:00,74.05,44.78,85.57,Weekday,Wednesday,Maximum_Load,12,1,3
2018-01-03 12:15:00,11.27,0.5,99.9,Weekday,Wednesday,Medium_Load,12,1,3
2018-01-03 12:30:00,8.21,0.0,100.0,Weekday,Wednesday,Medium_Load,12,1,3
2018-01-03 12:45:00,8.14,0.0,100.0,Weekday,Wednesday,Medium_Load,12,1,3
2018-01-03 13:00:00,7.7,0.0,100.0,Weekday,Wednesday,Medium_Load,13,1,3
2018-01-03 13:15:00,51.26,21.38,92.29,Weekday,Wednesday,Medium_Load,13,1,3
2018-01-03 13:30:00,52.7,13.64,96.81,Weekday,Wednesday,Medium_Load,13,1,3
2018-01-03 13:45:00,55.84,17.24,95.55,Weekday,Wednesday,Medium_Load,13,1,3
2018-01-03 14:00:00,57.2,17.32,95.71,Weekday,Wednesday,Medium_Load,14,1,3
2018-01-03 14:15:00,76.57,30.6,92.86,Weekday,Wednesday,Medium_Load,14,1,3
2018-01-03 14:30:00,61.13,20.45,94.83,Weekday,Wednesday,Medium_Load,14,1,3
2018-01-03 14:45:00,66.74,26.42,92.98,Weekday,Wednesday,Medium_Load,14,1,3
2018-01-03 15:00:00,55.8,16.42,95.93,Weekday,Wednesday,Medium_Load,15,1,3
2018-01-03 15:15:00,57.46,18.25,95.31,Weekday,Wednesday,Medium_Load,15,1,3
2018-01-03 15:30:00,71.28,28.08,93.04,Weekday,Wednesday,Medium_Load,15,1,3
2018-01-03 15:45:00,73.15,28.62,93.13,Weekday,Wednesday,Medium_Load,15,1,3
2018-01-03 16:00:00,68.98,25.81,93.66,Weekday,Wednesday,Medium_Load,16,1,3
2018-01-03 16:15:00,85.0,27.79,95.05,Weekday,Wednesday,Medium_Load,16,1,3
2018-01-03 16:30:00,116.53,41.9,94.1,Weekday,Wednesday,Medium_Load,16,1,3
2018-01-03 16:45:00,118.62,39.06,94.98,Weekday,Wednesday,Medium_Load,16,1,3
2018-01-03 17:00:00,105.05,35.64,94.7,Weekday,Wednesday,Medium_Load,17,1,3
2018-01-03 17:15:00,140.51,52.96,93.57,Weekday,Wednesday,Maximum_Load,17,1,3
2018-01-03 17:30:00,114.01,41.15,94.06,Weekday,Wednesday,Maximum_Load,17,1,3
2018-01-03 17:45:00,125.96,39.2,95.48,Weekday,Wednesday,Maximum_Load,17,1,3
2018-01-03 18:00:00,73.62,13.25,98.42,Weekday,Wednesday,Maximum_Load,18,1,3
2018-01-03 18:15:00,36.22,12.74,94.33,Weekday,Wednesday,Maximum_Load,18,1,3
2018-01-03 18:30:00,39.82,18.43,90.75,Weekday,Wednesday,Maximum_Load,18,1,3
2018-01-03 18:45:00,37.08,4.18,99.37,Weekday,Wednesday,Maximum_Load,18,1,3
2018-01-03 19:00:00,42.98,5.47,99.2,Weekday,Wednesday,Maximum_Load,19,1,3
2018-01-03 19:15:00,37.94,0.86,99.97,Weekday,Wednesday,Maximum_Load,19,1,3
2018-01-03 19:30:00,39.71,3.74,99.56,Weekday,Wednesday,Maximum_Load,19,1,3
2018-01-03 19:45:00,43.2,5.69,99.14,Weekday,Wednesday,Maximum_Load,19,1,3
2018-01-03 20:00:00,37.33,1.19,99.95,Weekday,Wednesday,Maximum_Load,20,1,3
2018-01-03 20:15:00,41.0,5.62,99.07,Weekday,Wednesday,Medium_Load,20,1,3
2018-01-03 20:30:00,37.3,2.88,99.7,Weekday,Wednesday,Medium_Load,20,1,3
2018-01-03 20:45:00,32.72,2.02,99.81,Weekday,Wednesday,Medium_Load,20,1,3
2018-01-03 21:00:00,9.83,0.0,100.0,Weekday,Wednesday,Medium_Load,21,1,3
2018-01-03 21:15:00,7.96,0.0,100.0,Weekday,Wednesday,Medium_Load,21,1,3
2018-01-03 21:30:00,5.44,0.0,100.0,Weekday,Wednesday,Medium_Load,21,1,3
2018-01-03 21:45:00,5.11,0.0,100.0,Weekday,Wednesday,Medium_Load,21,1,3
2018-01-03 22:00:00,5.18,0.0,100.0,Weekday,Wednesday,Medium_Load,22,1,3
2018-01-03 22:15:00,4.97,1.91,93.34,Weekday,Wednesday,Maximum_Load,22,1,3
2018-01-03 22:30:00,4.75,5.26,67.02,Weekday,Wednesday,Maximum_Load,22,1,3
2018-01-03 22:45:00,4.64,5.15,66.94,Weekday,Wednesday,Maximum_Load,22,1,3
2018-01-03 23:00:00,4.64,4.97,68.24,Weekday,Wednesday,Maximum_Load,23,1,3
2018-01-03 23:15:00,4.72,4.39,73.22,Weekday,Wednesday,Light_Load,23,1,3
2018-01-03 23:30:00,4.61,4.25,73.52,Weekday,Wednesday,Light_Load,23,1,3
2018-01-03 23:45:00,4.57,4.43,71.8,Weekday,Wednesday,Light_Load,23,1,3
2018-01-03 00:00:00,4.57,4.5,71.25,Weekday,Wednesday,Light_Load,0,1,3
